"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"4243","Disney's Magical Quest 2 Starring Mickey and Minnie","GBA","2003","Action","Capcom",0.05,0.02,0,0,0.06
"4244","XGRA: Extreme G Racing Association","PS2","2003","Racing","Acclaim Entertainment",0.03,0.02,0,0.01,0.06
"4245","Tonka Rescue Patrol","GC","2003","Action","TDK Mediactive",0.05,0.01,0,0,0.06
"4246","The King of Route 66","PS2","2003","Racing","Sega",0.03,0.02,0,0.01,0.06
"4247","Muppets Party Cruise","PS2","2003","Misc","TDK Mediactive",0.03,0.02,0,0.01,0.06
"4248","Barbie Horse Adventures: Wild Horse Rescue","XB","2003","Sports","Vivendi Games",0.05,0.01,0,0,0.06
"4249","The Great Escape","XB","2003","Action","SCi",0.05,0.01,0,0,0.06
"4250","Vexx","GC","2003","Platform","Acclaim Entertainment",0.05,0.01,0,0,0.06
"4251","Batman: Rise of Sin Tzu","GC","2003","Action","Ubisoft",0.05,0.01,0,0,0.06
"4252","Flipnic: Ultimate Pinball","PS2","2003","Misc","Ubisoft",0.03,0.02,0,0.01,0.06
"4253","Zoo Tycoon: Complete Collection","PC","2003","Strategy","Microsoft Game Studios",0.03,0.02,0,0.01,0.06
"4254","Oddworld: Munch's Oddysee","GBA","2003","Platform","THQ",0.04,0.02,0,0,0.06
"4255","Resident Evil - Code: Veronica X","GC","2003","Action","Capcom",0.05,0.01,0,0,0.06
"4256","Worms 3D","XB","2003","Strategy","Sega",0.04,0.01,0,0,0.06
"4257","Resident Evil 2","GC","2003","Action","Capcom",0.04,0.01,0,0,0.06
"4258","Terminator 3: Rise of the Machines","GBA","2003","Action","Atari",0.04,0.02,0,0,0.06
"4259","Lost Kingdoms II","GC","2003","Role-Playing","Activision",0.04,0.01,0,0,0.06
"4260","Whiplash","XB","2003","Racing","Eidos Interactive",0.04,0.01,0,0,0.06
"4261","Speed Kings","XB","2003","Racing","Acclaim Entertainment",0.04,0.01,0,0,0.05
"4262","Gladiator: Sword of Vengeance","XB","2003","Action","Acclaim Entertainment",0.04,0.01,0,0,0.05
"4263","Phantasy Star Online Episode I & II Plus","GC","2003","Role-Playing","Sega",0.04,0.01,0,0,0.05
"4264","Wing Commander: Prophecy","GBA","2003","Simulation","Destination Software, Inc",0.04,0.01,0,0,0.05
"4265","BlowOut","XB","2003","Shooter","Zoo Digital Publishing",0.04,0.01,0,0,0.05
"4266","Shaman King: Soul Fight","GC","2003","Platform","Namco Bandai Games",0,0,0.05,0,0.05
"4267","Medabots: Infinity","GC","2003","Role-Playing","Ubisoft",0.04,0.01,0,0,0.05
"4268","Sitting Ducks","PS2","2003","Platform","LSP Games",0.03,0.02,0,0.01,0.05
"4269","NFL Blitz Pro","XB","2003","Sports","Midway Games",0.04,0.01,0,0,0.05
"4270","Wakeboarding Unleashed Featuring Shaun Murray","XB","2003","Sports","Activision",0.04,0.01,0,0,0.05
"4271","Otogi 2: Immortal Warriors","XB","2003","Action","Sega",0.04,0.01,0,0,0.05
"4272","Piglet's Big Game","GC","2003","Platform","Gotham Games",0.04,0.01,0,0,0.05
"4273","IndyCar Series","XB","2003","Racing","Codemasters",0.04,0.01,0,0,0.05
"4274","Piglet's Big Game","GBA","2003","Platform","THQ",0.04,0.01,0,0,0.05
"4275","Monster! Bass Fishing","GBA","2003","Sports","Ignition Entertainment",0.04,0.01,0,0,0.05
"4276","FIFA Soccer 2004","GBA","2003","Sports","Electronic Arts",0.04,0.01,0,0,0.05
"4277","Shrek Super Party","GC","2003","Misc","TDK Mediactive",0.04,0.01,0,0,0.05
"4278","Monster 4x4: Masters of Metal","GC","2003","Racing","Ubisoft",0.04,0.01,0,0,0.05
"4279","Jim Henson's Muppets in Spy Muppets: License to Croak","GBA","2003","Action","TDK Mediactive",0.04,0.01,0,0,0.05
"4280","Arx Fatalis","XB","2003","Role-Playing","Mindscape",0.04,0.01,0,0,0.05
"4281","Dr. Seuss: Green Eggs and Ham","GBA","2003","Action","NewKidCo",0.04,0.01,0,0,0.05
"4282","The Lost Vikings","GBA","2003","Puzzle","Activision",0.04,0.01,0,0,0.05
"4283","Rogue Ops","GC","2003","Action","Kemco",0.04,0.01,0,0,0.05
"4284","Freelancer","PC","2003","Simulation","Microsoft Game Studios",0.02,0.02,0,0.01,0.05
"4285","Alter Echo","XB","2003","Shooter","THQ",0.04,0.01,0,0,0.05
"4286","Need for Speed Underground","PC","2003","Racing","Electronic Arts",0,0.04,0,0.01,0.05
"4287","Rock 'N Roll Racing","GBA","2003","Racing","Activision",0.03,0.01,0,0,0.05
"4288","Ribbit King","GC","2003","Sports","Atari",0.04,0.01,0,0,0.05
"4289","Summoner: A Goddess Reborn","GC","2003","Role-Playing","THQ",0.04,0.01,0,0,0.05
"4290","Black & Bruised","GC","2003","Fighting","Vivendi Games",0.04,0.01,0,0,0.05
"4291","Super Bubble Pop","GC","2003","Puzzle","Jaleco",0.04,0.01,0,0,0.05
"4292","Double Dragon Advance","GBA","2003","Action","Atlus",0.03,0.01,0,0,0.05
"4293","Yager","XB","2003","Shooter","THQ",0.03,0.01,0,0,0.05
"4294","Futurama","XB","2003","Platform","SCi",0.03,0.01,0,0,0.05
"4295","Activision Anthology","GBA","2003","Misc","Activision",0.03,0.01,0,0,0.05
"4296","Praetorians","PC","2003","Strategy","Eidos Interactive",0,0.04,0,0,0.04
"4297","Spy Fiction","PS2","2003","Action","Sega",0.02,0.02,0,0.01,0.04
"4298","Justice League: Chronicles","GBA","2003","Platform","Midway Games",0.03,0.01,0,0,0.04
"4299","Dai Senryaku VII: Modern Military Tactics","XB","2003","Strategy","Kool Kizz",0.03,0.01,0,0,0.04
"4300","SX Superstar","XB","2003","Racing","Acclaim Entertainment",0.03,0.01,0,0,0.04
"4301","Bloody Roar Extreme","XB","2003","Fighting","Hudson Soft",0.03,0.01,0,0,0.04
"4302","MLB SlugFest 20-04","GC","2003","Sports","Midway Games",0.03,0.01,0,0,0.04
"4303","Rise of Nations","PC","2003","Strategy","Microsoft Game Studios",0.01,0.02,0,0.01,0.04
"4304","Grand Theft Auto: Vice City","PC","2003","Action","Take-Two Interactive",0,0.03,0,0.01,0.04
"4305","Superman: Countdown to Apokolips","GBA","2003","Platform","Atari",0.03,0.01,0,0,0.04
"4306","Kikou Heidan J-Phoenix 2","PS2","2003","Action","Takara",0,0,0.04,0,0.04
"4307","Fisherman's Challenge","PS2","2003","Sports","Konami Digital Entertainment",0.02,0.02,0,0.01,0.04
"4308","Mission: Impossible - Operation Surma","GBA","2003","Platform","Atari",0.03,0.01,0,0,0.04
"4309","Cyber Troopers Virtual-On Marz","PS2","2003","Fighting","Sega",0.02,0.01,0,0,0.04
"4310","Stuntman","GBA","2003","Racing","Atari",0.03,0.01,0,0,0.04
"4311","Halo: Combat Evolved","PC","2003","Shooter","Microsoft Game Studios",0.01,0.02,0,0.01,0.04
"4312","Pro Race Driver","XB","2003","Racing","Codemasters",0.03,0.01,0,0,0.04
"4313","Railroad Tycoon 3","PC","2003","Strategy","Gathering of Developers",0,0.03,0,0.01,0.04
"4314","Garfield: The Search for Pooky","GBA","2003","Platform","Game Factory",0.03,0.01,0,0,0.04
"4315","Age of Mythology: The Titans","PC","2003","Strategy","Microsoft Game Studios",0.01,0.02,0,0,0.04
"4316","World Championship Pool 2004","XB","2003","Sports","Jaleco",0.03,0.01,0,0,0.04
"4317","Stadium Games","GBA","2003","Sports","Ignition Entertainment",0.03,0.01,0,0,0.04
"4318","RLH: Run Like Hell","XB","2003","Shooter","Avalon Interactive",0.03,0.01,0,0,0.04
"4319","Sega Arcade Gallery","GBA","2003","Misc","THQ",0.03,0.01,0,0,0.04
"4320","Black Stone: Magic & Steel","XB","2003","Role-Playing","THQ",0.03,0.01,0,0,0.04
"4321","FunkMaster Flex's Digital Hitz Factory","PS2","2003","Misc","Jester Interactive",0.02,0.01,0,0,0.04
"4322","Star Wars Jedi Knight: Jedi Academy","PC","2003","Shooter","Activision",0,0.03,0,0.01,0.04
"4323","Zatch Bell! Electric Arena","GBA","2003","Fighting","Banpresto",0.02,0.01,0,0,0.03
"4324","Crouching Tiger, Hidden Dragon","GBA","2003","Action","Ubisoft",0.02,0.01,0,0,0.03
"4325","SX Superstar","GC","2003","Racing","Acclaim Entertainment",0.03,0.01,0,0,0.03
"4326","Red Faction II","GC","2003","Shooter","THQ",0.03,0.01,0,0,0.03
"4327","Battle Engine Aquila","PS2","2003","Shooter","Atari",0.02,0.01,0,0,0.03
"4328","The Italian Job","GC","2003","Racing","Eidos Interactive",0.03,0.01,0,0,0.03
"4329","The Sum of All Fears","GC","2003","Shooter","Ubisoft",0.03,0.01,0,0,0.03
"4330","Project Gotham Racing 2 (JP weekly sales)","XB","2003","Action","Microsoft Game Studios",0,0,0.03,0,0.03
"4331","Disney's Hide & Sneak","GC","2003","Action","Capcom",0.03,0.01,0,0,0.03
"4332","RoadKill","GC","2003","Action","Midway Games",0.02,0.01,0,0,0.03
"4333","Lock On: Modern Air Combat","PC","2003","Simulation","Ubisoft",0,0.03,0,0.01,0.03
"4334","Starsky & Hutch","GBA","2003","Racing","Empire Interactive",0.02,0.01,0,0,0.03
"4335","Sitting Ducks","GBA","2003","Platform","LSP Games",0.02,0.01,0,0,0.03
"4336","Homeworld 2","PC","2003","Strategy","Vivendi Games",0,0.03,0,0.01,0.03
"4337","Rayman 3: Hoodlum Havoc","PC","2003","Platform","Ubisoft",0,0.03,0,0.01,0.03
"4338","Go! Go! Hypergrind","GC","2003","Sports","Atlus",0.02,0.01,0,0,0.03
"4339","Freaky Flyers","XB","2003","Racing","Midway Games",0.02,0.01,0,0,0.03
"4340","CIMA: The Enemy","GBA","2003","Role-Playing","Marvelous Interactive",0.02,0.01,0,0,0.03
"4341","Robin Hood: Defender of the Crown","XB","2003","Strategy","Capcom",0.02,0.01,0,0,0.03
"4342","Disney's Aladdin","GBA","2003","Platform","Capcom",0.02,0.01,0,0,0.03
"4343","Wallace & Gromit in Project Zoo","XB","2003","Platform","BAM! Entertainment",0.02,0.01,0,0,0.03
"4344","Drome Racers","GC","2003","Racing","Electronic Arts",0.02,0.01,0,0,0.03
"4345","Buffy the Vampire Slayer: Wrath of the Darkhul King","GBA","2003","Action","THQ",0.02,0.01,0,0,0.03
"4346","Motor Trend presents Lotus Challenge","XB","2003","Racing","Xicat Interactive",0.02,0.01,0,0,0.03
"4347","Max Payne","GBA","2003","Shooter","Take-Two Interactive",0.02,0.01,0,0,0.03
"4348","Pro Cast Sports Fishing","XB","2003","Sports","Capcom",0.02,0.01,0,0,0.03
"4349","Max Payne 2: The Fall of Max Payne","PC","2003","Shooter","Take-Two Interactive",0,0.02,0,0,0.03
"4350","Dakar 2: The World's Ultimate Rally","GC","2003","Racing","Acclaim Entertainment",0.02,0.01,0,0,0.03
"4351","Auto Modellista","GC","2003","Racing","Capcom",0.02,0.01,0,0,0.03
"4352","RollerCoaster Tycoon 2: Triple Thrill Pack","PC","2003","Strategy","Atari",0,0.02,0,0.01,0.03
"4353","Gotcha Force","GC","2003","Shooter","Capcom",0.01,0,0.01,0,0.03
"4354","Demon Driver: Time to Burn Rubber!","GBA","2003","Racing","Ignition Entertainment",0.02,0.01,0,0,0.03
"4355","Mojo!","XB","2003","Puzzle","DreamCatcher Interactive",0.02,0.01,0,0,0.03
"4356","Buffy the Vampire Slayer: Chaos Bleeds","GC","2003","Action","Vivendi Games",0.02,0.01,0,0,0.03
"4357","Jet Grind Radio","GBA","2003","Action","Sega",0.02,0.01,0,0,0.03
"4358","Judge Dredd: Dredd Vs Death","PS2","2003","Shooter","BAM! Entertainment",0.01,0.01,0,0,0.03
"4359","Drome Racers","GBA","2003","Racing","THQ",0.02,0.01,0,0,0.03
"4360","Jurassic Park: Operation Genesis","PC","2003","Simulation","Vivendi Games",0,0.02,0,0,0.03
"4361","Stake: Fortune Fighters","XB","2003","Fighting","Metro 3D",0.02,0.01,0,0,0.02
"4362","Disney's Magical Quest 3 Starring Mickey and Donald","GBA","2003","Action","Capcom",0.02,0.01,0,0,0.02
"4363","Summon Night: Swordcraft Story","GBA","2003","Role-Playing","Banpresto",0.02,0.01,0,0,0.02
"4364","Freestyle Metal X","XB","2003","Racing","Midway Games",0.02,0,0,0,0.02
"4365","IL-2 Sturmovik: Forgotten Battles","PC","2003","Simulation","Ubisoft",0,0.02,0,0,0.02
"4366","NFL Blitz Pro","GC","2003","Sports","Midway Games",0.02,0,0,0,0.02
"4367","Muppets Party Cruise","GC","2003","Misc","TDK Mediactive",0.02,0,0,0,0.02
"4368","Group S Challenge","XB","2003","Racing","Capcom",0.02,0,0,0,0.02
"4369","Dakar 2: The World's Ultimate Rally","XB","2003","Racing","Acclaim Entertainment",0.02,0,0,0,0.02
"4370","XGRA: Extreme G Racing Association","GC","2003","Racing","Acclaim Entertainment",0.02,0,0,0,0.02
"4371","Wakeboarding Unleashed Featuring Shaun Murray","GBA","2003","Sports","Aspyr",0.01,0.01,0,0,0.02
"4372","XGRA: Extreme G Racing Association","XB","2003","Racing","Acclaim Entertainment",0.02,0,0,0,0.02
"4373","Vietcong","PC","2003","Shooter","Gathering of Developers",0,0.02,0,0,0.02
"4374","Commandos 3: Destination Berlin","PC","2003","Strategy","Eidos Interactive",0,0.02,0,0,0.02
"4375","Speed Kings","GC","2003","Racing","Acclaim Entertainment",0.01,0,0,0,0.02
"4376","Uru: Ages Beyond Myst","PC","2003","Adventure","Ubisoft",0,0.02,0,0,0.02
"4377","Charlie's Angels","GC","2003","Action","Ubisoft",0.01,0,0,0,0.02
"4378","Broken Sword: The Sleeping Dragon","XB","2003","Adventure","THQ",0.01,0,0,0,0.02
"4379","RoboCop","XB","2003","Shooter","Titus",0.01,0,0,0,0.02
"4380","Ozzy & Drix","GBA","2003","Platform","Midway Games",0.01,0,0,0,0.02
"4381","Pulse Racer","XB","2003","Racing","Jaleco",0.01,0,0,0,0.02
"4382","Freestyle Metal X","GC","2003","Racing","Midway Games",0.01,0,0,0,0.02
"4383","Spirits & Spells","GC","2003","Platform","Wanadoo",0.01,0,0,0,0.02
"4384","Post Mortem","PC","2003","Adventure","Microids",0,0.01,0,0,0.02
"4385","Goblin Commander: Unleash the Horde","GC","2003","Strategy","Jaleco",0.01,0,0,0,0.02
"4386","Battle Engine Aquila","XB","2003","Shooter","Atari",0.01,0,0,0,0.02
"4387","Judge Dredd: Dredd Vs Death","XB","2003","Shooter","Vivendi Games",0.01,0,0,0,0.02
"4388","V-Rally 3","XB","2003","Racing","Atari",0.01,0,0,0,0.02
"4389","Command & Conquer Collection","PC","2003","Strategy","Electronic Arts",0.01,0,0,0,0.02
"4390","Dragon Tales: Dragon Adventures","GBA","2003","Platform","NewKidCo",0.01,0,0,0,0.02
"4391","Choro Q","PS2","2003","Racing","Zoo Digital Publishing",0.01,0.01,0,0,0.02
"4392","Blackthorne","GBA","2003","Action","Activision",0.01,0,0,0,0.01
"4393","Mortal Kombat: Tournament Edition","GBA","2003","Fighting","Midway Games",0.01,0,0,0,0.01
"4394","Grooverider: Slot Car Thunder","XB","2003","Racing","Encore",0.01,0,0,0,0.01
"4395","Furious Karting","XB","2003","Racing","Atari",0.01,0,0,0,0.01
"4396","Freekstyle","GBA","2003","Racing","Zoo Digital Publishing",0.01,0,0,0,0.01
"4397","Aquaman: Battle for Atlantis","GC","2003","Action","TDK Mediactive",0.01,0,0,0,0.01
"4398","CT Special Forces 2: Back in the Trenches","GBA","2003","Shooter","LSP Games",0.01,0,0,0,0.01
"4399","Army Men: Air Combat - The Elite Missions","GC","2003","Shooter","3DO",0.01,0,0,0,0.01
"4400","Rally Championship","GC","2003","Racing","SCi",0.01,0,0,0,0.01
"4401","Grooverider: Slot Car Thunder","GC","2003","Racing","Encore",0.01,0,0,0,0.01
"4402","Dinotopia: The Sunstone Odyssey","XB","2003","Action","TDK Mediactive",0.01,0,0,0,0.01
"4403","Crouching Tiger, Hidden Dragon","XB","2003","Action","Ubisoft",0.01,0,0,0,0.01
"4404","Legacy of Kain: Defiance","PC","2003","Action","Eidos Interactive",0,0.01,0,0,0.01
"4405","Space Raiders","GC","2003","Shooter","Taito",0.01,0,0,0,0.01
"4406","Karnaaj Rally","GBA","2003","Racing","Jaleco",0.01,0,0,0,0.01
"4407","Bust-A-Move 3000","GC","2003","Puzzle","Ubisoft",0.01,0,0,0,0.01
"4408","Men in Black II: Alien Escape","GC","2003","Shooter","Infogrames",0.01,0,0,0,0.01
"4409","Spirits & Spells","GBA","2003","Platform","Wanadoo",0.01,0,0,0,0.01
"4410","Grand Theft Auto: San Andreas","PS2","2004","Action","Take-Two Interactive",9.43,0.4,0.41,10.57,20.81
"4411","Gran Turismo 4","PS2","2004","Racing","Sony Computer Entertainment",3.01,0.01,1.1,7.53,11.66
"4412","Pokemon FireRed/Pokemon LeafGreen","GBA","2004","Role-Playing","Nintendo",4.34,2.65,3.15,0.35,10.49
"4413","Super Mario 64","DS","2004","Platform","Nintendo",5.08,3.11,1.25,0.98,10.42
"4414","Halo 2","XB","2004","Shooter","Microsoft Game Studios",6.82,1.53,0.05,0.08,8.49
"4415","Need for Speed Underground 2","PS2","2004","Racing","Electronic Arts",2.71,3.02,0.08,1.09,6.9
"4416","Pokémon Emerald Version","GBA","2004","Role-Playing","Nintendo",2.57,1.58,2.06,0.21,6.41
"4417","World of Warcraft","PC","2004","Role-Playing","Activision",0.07,6.21,0,0,6.28
"4418","Dragon Quest VIII: Journey of the Cursed King","PS2","2004","Role-Playing","Square Enix",0.65,0.75,3.61,0.2,5.21
"4419","Madden NFL 2005","PS2","2004","Sports","Electronic Arts",4.18,0.26,0.01,0.08,4.53
"4420","Metal Gear Solid 3: Snake Eater","PS2","2004","Action","Konami Digital Entertainment",1.46,0,0.83,1.93,4.23
"4421","World Soccer Winning Eleven 8 International","PS2","2004","Sports","Konami Digital Entertainment",0.16,1.89,1.12,0.68,3.85
"4422","FIFA Soccer 2005","PS2","2004","Sports","Electronic Arts",0.58,2.48,0.04,0.59,3.7
"4423","Star Wars: Battlefront","PS2","2004","Shooter","LucasArts",1.93,1.22,0.03,0.44,3.61
"4424","Spider-Man 2","PS2","2004","Action","Activision",1.75,1.2,0.02,0.43,3.41
"4425","Sonic Mega Collection Plus","PS2","2004","Misc","Sega",1.54,1.14,0,0.22,2.9
"4426","Call of Duty: Finest Hour","PS2","2004","Shooter","Activision",1.51,1.12,0.01,0.24,2.89
"4427","Burnout 3: Takedown","PS2","2004","Racing","Electronic Arts",1.23,1.11,0,0.34,2.68
"4428","Fable","XB","2004","Role-Playing","Microsoft Game Studios",1.99,0.58,0,0.09,2.66
"4429","ESPN NFL 2K5","PS2","2004","Sports","Sega",2.15,0.12,0,0.36,2.62
"4430","NBA Live 2005","PS2","2004","Sports","Electronic Arts",2.03,0.21,0,0.35,2.59
"4431","Ratchet & Clank: Up Your Arsenal","PS2","2004","Platform","Sony Computer Entertainment",1.31,0.74,0.31,0.22,2.57
"4432","Half-Life 2","PC","2004","Shooter","Vivendi Games",2.28,0.02,0.08,0,2.37
"4433","The Incredibles","PS2","2004","Action","THQ",0.96,1.08,0.04,0.3,2.37
"4434","Tony Hawk's Underground 2","PS2","2004","Sports","Activision",1.25,0.86,0.01,0.26,2.37
"4435","James Bond 007: Everything or Nothing","PS2","2004","Shooter","Electronic Arts",0.85,1.06,0.09,0.32,2.31
"4436","WarioWare Touched!","DS","2004","Puzzle","Nintendo",0.52,0.45,1.21,0.13,2.31
"4437","Need for Speed Underground 2","XB","2004","Racing","Electronic Arts",1.38,0.8,0,0.1,2.28
"4438","Paper Mario: The Thousand-Year Door","GC","2004","Role-Playing","Nintendo",1.48,0.25,0.46,0.06,2.25
"4439","Dance Dance Revolution Extreme","PS2","2004","Simulation","Konami Digital Entertainment",1.04,0.81,0,0.27,2.13
"4440","The Incredibles","GBA","2004","Action","THQ",1.15,0.77,0.04,0.1,2.06
"4441","Hot Shots Golf: Open Tee","PSP","2004","Sports","Sony Computer Entertainment",0.5,0.5,0.63,0.33,1.96
"4442","Dragon Ball Z: Budokai 3","PS2","2004","Fighting","Atari",1.09,0.15,0.65,0.04,1.94
"4443","X-Men Legends","PS2","2004","Role-Playing","Activision",1,0.72,0,0.21,1.93
"4444","MX Unleashed","PS2","2004","Racing","THQ",0.94,0.73,0,0.25,1.92
"4445","Mortal Kombat: Deception","PS2","2004","Fighting","Midway Games",0.92,0.72,0,0.24,1.88
"4446","Shrek 2","PS2","2004","Platform","Activision",1.12,0.69,0.03,0.02,1.86
"4447","SingStar","PS2","2004","Misc","Sony Computer Entertainment",0,1.37,0,0.49,1.86
"4448","Jak 3","PS2","2004","Platform","Sony Computer Entertainment",1.33,0.49,0,0.03,1.85
"4449","Kingdom Hearts: Chain of Memories","GBA","2004","Role-Playing","Square Enix",1.26,0.18,0.35,0.06,1.85
"4450","Sly 2: Band of Thieves","PS2","2004","Platform","Sony Computer Entertainment",0.88,0.69,0,0.23,1.81
"4451","The Getaway: Black Monday","PS2","2004","Action","Sony Computer Entertainment",0.39,1.01,0.02,0.36,1.78
"4452","The SpongeBob SquarePants Movie","PS2","2004","Platform","THQ",1.06,0.54,0,0.16,1.76
"4453","Def Jam: Fight for NY","PS2","2004","Fighting","Electronic Arts",0.86,0.67,0,0.22,1.76
"4454","The Urbz: Sims in the City","PS2","2004","Simulation","Electronic Arts",0.52,0.95,0,0.29,1.76
"4455","Star Wars: Battlefront","XB","2004","Shooter","Activision",1.24,0.45,0,0.07,1.75
"4456","2 Games in 1: Disney Princess & The Lion King","GBA","2004","Misc","THQ",1.25,0.46,0,0.03,1.75
"4457","Madden NFL 2005","XB","2004","Sports","Electronic Arts",1.61,0.03,0,0.08,1.72
"4458","Ace Combat 5: The Unsung War","PS2","2004","Simulation","Sony Computer Entertainment Europe",0.88,0.34,0.32,0.18,1.71
"4459","NBA Ballers","PS2","2004","Sports","Midway Games",0.81,0.63,0,0.21,1.66
"4460","Mario Party 6","GC","2004","Misc","Nintendo",0.9,0.11,0.6,0.05,1.65
"4461","Dragon Quest V: Tenkuu no Hanayome","PS2","2004","Role-Playing","Enix Corporation",0,0,1.65,0,1.65
"4462","Kirby & the Amazing Mirror","GBA","2004","Platform","Nintendo",0.8,0.05,0.76,0.03,1.64
"4463","Prince of Persia: Warrior Within","PS2","2004","Action","Ubisoft",0.54,0.88,0,0.22,1.64
"4464","ESPN NFL 2K5","XB","2004","Sports","Sega",1.54,0.02,0,0.07,1.63
"4465","NCAA Football 2005","PS2","2004","Sports","Electronic Arts",1.32,0.09,0,0.22,1.62
"4466","NFL Street 2","PS2","2004","Sports","Electronic Arts",0.79,0.62,0,0.21,1.61
"4467","ESPN NBA 2K5","PS2","2004","Sports","Global Star",1.26,0.12,0,0.21,1.59
"4468","Fight Night 2004","PS2","2004","Fighting","Electronic Arts",1.08,0.2,0,0.2,1.48
"4469","Tom Clancy's Splinter Cell: Pandora Tomorrow","XB","2004","Action","Ubisoft",0.82,0.59,0,0.07,1.48
"4470","The SpongeBob SquarePants Movie","GBA","2004","Platform","THQ",1.02,0.38,0,0.06,1.46
"4471","Onimusha 3: Demon Siege","PS2","2004","Action","Capcom",0.37,0.47,0.54,0.07,1.45
"4472","Red Dead Revolver","PS2","2004","Shooter","Take-Two Interactive",0.71,0.55,0,0.19,1.45
"4473","Tiger Woods PGA Tour 2005","PS2","2004","Sports","Electronic Arts",1.03,0.32,0,0.09,1.44
"4474","Classic NES Series: Super Mario Bros.","GBA","2004","Platform","Nintendo",0,0,1.39,0.03,1.43
"4475","The Legend of Zelda: The Minish Cap","GBA","2004","Action","Nintendo",0.89,0.22,0.22,0.1,1.42
"4476","NFL Street","PS2","2004","Sports","Electronic Arts",1.15,0.08,0,0.19,1.42
"4477","Ridge Racer","PSP","2004","Racing","Sony Computer Entertainment",0.36,0.45,0.32,0.28,1.41
"4478","NASCAR 2005: Chase for the Cup","PS2","2004","Racing","Electronic Arts",0.69,0.54,0,0.18,1.41
"4479","Sonic Advance 3","GBA","2004","Platform","THQ",0.74,0.52,0.08,0.06,1.4
"4480","Star Wars Knights of the Old Republic II: The Sith Lords","XB","2004","Role-Playing","Activision",0.99,0.33,0,0.05,1.37
"4481","Tom Clancy's Ghost Recon 2","XB","2004","Shooter","Ubisoft",0.86,0.45,0,0.06,1.36
"4482","Samurai Warriors","PS2","2004","Action","Electronic Arts",0.22,0.05,1.06,0.02,1.35
"4483","SingStar Party","PS2","2004","Misc","Sony Computer Entertainment",0,1.04,0,0.31,1.35
"4484","Donkey Kong Jungle Beat","GC","2004","Platform","Nintendo",0.84,0.22,0.24,0.04,1.34
"4485","MVP Baseball 2004","PS2","2004","Sports","Electronic Arts",1.1,0.06,0,0.18,1.34
"4486","Ratchet & Clank: Up Your Arsenal (Weekly american sales)","PS2","2004","Platform","Sony Computer Entertainment",1.27,0.05,0,0.02,1.33
"4487","Metroid Prime 2: Echoes","GC","2004","Shooter","Nintendo",0.87,0.35,0.07,0.04,1.33
"4488","Corvette","PS2","2004","Racing","TDK Mediactive",0.65,0.51,0,0.17,1.33
"4489","Burnout 3: Takedown","XB","2004","Racing","Electronic Arts",0.84,0.43,0,0.04,1.31
"4490","Transformers","PS2","2004","Shooter","Atari",0.63,0.49,0,0.16,1.29
"4491","Champions of Norrath","PS2","2004","Role-Playing","Sony Online Entertainment",0.63,0.49,0,0.16,1.28
"4492","Jet Li: Rise to Honor","PS2","2004","Action","Sony Computer Entertainment",0.62,0.48,0,0.16,1.27
"4493","Tom Clancy's Splinter Cell: Pandora Tomorrow","PS2","2004","Action","Ubisoft",0.52,0.56,0,0.17,1.25
"4494","Ninja Gaiden","XB","2004","Action","Microsoft Game Studios",0.92,0.2,0.07,0.04,1.23
"4495","Driv3r","PS2","2004","Racing","Atari",0.6,0.47,0,0.16,1.23
"4496","Donkey Kong Country 2","GBA","2004","Platform","Nintendo",0.79,0.27,0.12,0.04,1.23
"4497","Mario Power Tennis","GC","2004","Sports","Nintendo",0.58,0.16,0.46,0.03,1.22
"4498","Call of Duty: Finest Hour","XB","2004","Shooter","Activision",0.78,0.4,0,0.04,1.21
"4499","ATV Offroad Fury 3","PS2","2004","Racing","SouthPeak Games",1,0.04,0,0.16,1.2
"4500","Pikmin 2","GC","2004","Strategy","Nintendo",0.48,0.13,0.56,0.03,1.2
"4501","Final Fantasy I & II: Dawn of Souls","GBA","2004","Role-Playing","Nintendo",0.64,0.24,0.29,0.02,1.19
"4502","Mario vs. Donkey Kong","GBA","2004","Puzzle","Nintendo",0.68,0.25,0.21,0.02,1.17
"4503","Tom Clancy's Ghost Recon: Jungle Storm","PS2","2004","Shooter","Ubisoft",0.57,0.44,0,0.15,1.16
"4504","Bad Boys: Miami Takedown","PS2","2004","Shooter","Empire Interactive",0.56,0.44,0,0.15,1.15
"4505","Need for Speed Underground 2","GC","2004","Racing","Electronic Arts",0.7,0.39,0.01,0.03,1.14
"4506","Tom Clancy's Rainbow Six 3: Black Arrow","XB","2004","Shooter","Ubisoft",0.99,0.12,0,0.02,1.13
"4507","Spider-Man 2","XB","2004","Action","Activision",0.82,0.26,0,0.04,1.12
"4508","Lumines: Puzzle Fusion","PSP","2004","Puzzle","Ubisoft",0.52,0.35,0,0.23,1.11
"4509","Tom Clancy's Ghost Recon 2","PS2","2004","Shooter","Ubisoft",0.64,0.34,0,0.1,1.08
"4510","Spider-Man 2","GBA","2004","Action","Activision",0.76,0.28,0,0.02,1.06
"4511","Shrek 2","GC","2004","Platform","Activision",0.73,0.26,0.01,0.03,1.02
"4512","Harry Potter and the Prisoner of Azkaban","PS2","2004","Action","Electronic Arts",0.5,0.39,0,0.13,1.02
